,ID,processed_question_locution,question_type,processed_preceding_locution,processed_response_locutions,response_length,response_loc_count,WordperLoc,EMperLoc,DefIllperLoc,MAperLoc,RAperLoc,CAperLoc,question_speaker,preceding_speaker,response_speaker,same_speaker_pq,same_speaker_rq,question_speaker_role,preceding_speaker_role,response_speaker_role
881,21465_1,where does one find the balance between protecting someone's mental health,Pure Questioning,,"['I think what the spectators want to do more than anything else is watch Naomi play tennis ', 'That, to me, is what most spectators want ', 'given the choice between Naomi Osaka playing tennis, being able to watch her or her not being there at all, I personally would prefer being able to watch her play tennis ', 'she is 23 ', 'the mental health problems that have arisen, I think, in this pandemic, that all the work of the resolution foundation shows that it is that group, it is that age group, the under 25 age group, that have suffered more than anybody else in this pandemic ', ""I'm very, very pleased that Naomi Osaka has stood up on this "", 'it called out the whole issue on the under 25 age group']",135,7,19.285714285714285,0.2857142857142857,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,Fiona Bruce,,Heather McGregor,0,1,1,0,2
882,21465_2,what we can learn from that,Pure Questioning,"the spectators, turning to the game want to hear from their heroes, what they felt of their play","['I think what the spectators want to do more than anything else is watch Naomi play tennis ', 'That, to me, is what most spectators want ', 'given the choice between Naomi Osaka playing tennis, being able to watch her or her not being there at all, I personally would prefer being able to watch her play tennis ', 'she is 23 ', 'the mental health problems that have arisen, I think, in this pandemic, that all the work of the resolution foundation shows that it is that group, it is that age group, the under 25 age group, that have suffered more than anybody else in this pandemic ', ""I'm very, very pleased that Naomi Osaka has stood up on this "", 'it called out the whole issue on the under 25 age group']",135,7,19.285714285714285,0.2857142857142857,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,Fiona Bruce,Fiona Bruce,Heather McGregor,2,1,1,1,2
883,21467_1,What do you think of the response from the grand slam tournaments,Pure Questioning,there shouldn't be any stigma attached,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Lucy Frazer,,1,0,1,2,0
884,21473_1,How much has that contributed to her mental health state,Rhetorical Questioning,Diane Abbott who breaks all records for being abused on social media,['Why has the eviction ban with tenants on rent arrears finished when the full restrictions have not been lifted and people have been unable to return to work'],28,1,28.0,0.0,0.0,2.0,0.0,0.0,Anthony Costello,Anthony Costello,AUDIENCE MEMBER,2,1,2,2,3
885,21473_2,Why has the eviction ban with tenants on rent arrears finished when the full restrictions have not been lifted and people have been unable to return to work,Pure Questioning,Talk to the coach afterwards,"['in England the coronavirus eviction ban came to an end on Monday ', 'We have been talking about 21 June ', ""we don't know if restrictions will be fully lifted then or not "", 'Why has this eviction ban finished']",42,4,10.5,0.25,0.0,0.5,0.0,0.25,AUDIENCE MEMBER,Anthony Costello,Fiona Bruce,1,1,3,2,1
886,21473_3,Why has this eviction ban finished,Pure Questioning,we don't know if restrictions will be fully lifted then or not,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
887,21477_1,What happened when she was world number 3 or world No. 8,Rhetorical Questioning,suddenly it's a problem being accosted by the press,"['Naomi has said she suffered long bouts of depression since Twain ', 'She has had a hard time coping with that ', 'She is 23 year old']",37,3,12.333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,Steve Unkown,Steve Unkown,Fiona Bruce,2,1,3,3,1
888,21478_1,How many of us have been in danger of losing the roof over their head?,Assertive Questioning,I would be interested to know how many people on the Panel and how many people on various advisory boards that made the decision about stopping the eviction have actually been in danger of losing the roof over their head.,"['Obviously it must have been very, very difficult on you and it must have had an impact on your life ', 'I feel for you in that situation ', 'But the audience have highlighted a number of issues which the government are addressing ', 'It is not just about the rental properties, it is also, as I think Peter brought up, about rough sleeping.']",61,4,15.25,0.5,0.0,0.5,0.25,0.0,Fiona Bruce,Andrea Unknown,Lucy Frazer,1,1,1,3,2
889,21478_2,I would be interested to know how many people on the Panel and how many people on various advisory boards that made the decision about stopping the eviction have actually been in danger of losing the roof over their head.,Assertive Questioning,,"['How many of us have been in danger of losing the roof over their head? ', 'Not me']",27,2,13.5,0.0,0.5,1.0,0.0,0.0,Andrea Unknown,,Fiona Bruce,0,1,3,0,1
890,21480_1,"what would you say to someone, a landlord who was renting out one property and that rent was enabling them to stay in their own property",Pure Questioning,Absolutely criminal,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Jenni Murray,,1,0,1,2,0
891,21480_2,What would you say to them,Pure Questioning,"what would you say to someone, a landlord who was renting out one property and that rent was enabling them to stay in their own property",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
892,21566_1,Should care workers be forced to have COVID vaccinations in order to do their jobs,Pure Questioning,,"['you are a surgeon in the NHS ', ""You've had your vassal you told us that before "", 'What do you think about the idea of making it compulsory']",35,3,11.666666666666666,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT05,,Fiona Bruce,0,1,3,0,1
893,21566_2,should NHS workers be the next group to be forced,Pure Questioning,Should care workers be forced to have COVID vaccinations in order to do their jobs,"['you are a surgeon in the NHS ', ""You've had your vassal you told us that before "", 'What do you think about the idea of making it compulsory']",35,3,11.666666666666666,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT05,AudienceMember 20210624QT05,Fiona Bruce,2,1,3,3,1
894,21566_3,What do you think about the idea of making it compulsory,Pure Questioning,You've had your vassal you told us that before,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
895,21570_1,or the people who take the job,Rhetorical Questioning,Is it the person like Rosemary's daughter who is not choosing to be looked after,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
896,21570_2,Is it the person like Rosemary's daughter who is not choosing to be looked after,Rhetorical Questioning,I guess it comes down to who is right to take priority,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
897,21571_1,What does that mean,Pure Questioning,We already have a massive shortage of staff in those areas,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT13,AudienceMember 20210624QT13,,2,0,3,3,0
898,21571_2,Can I do it in my employment,Pure Questioning,What does that mean,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT13,AudienceMember 20210624QT13,,2,0,3,3,0
899,21573_1,even if it increases the numbers who quit,Pure Questioning,given there's a shortage of care workers at the moment,"['I have two problems ', 'the number of people who do it ', 'The second thing the government has to ensure is those people have alternative work ', ""There's talk about giving them alternative jobs "", 'it was interesting the point made about ethnic minorities having reservations']",45,5,9.0,0.0,0.0,0.2,0.4,0.0,Fiona Bruce,Fiona Bruce,Daniel Finkelstein,2,1,1,1,2
900,21574_1,What is the Labour position on this,Pure Questioning,,"['this was announced today ', 'there is going to be a consultation on going wider to the NHS ', ""I think the starting point with this issue isn't whose rights are more important "", 'what will get the outcome which we want, which is that everybody gets vaccinated, everybody is protected ', 'I think from that starting point there is something to be positive about ', 'this country is one of the most vaccinated countries in the world']",79,6,13.166666666666666,0.3333333333333333,0.0,0.0,0.5,0.1666666666666666,Fiona Bruce,,Sarah Jones,0,1,1,0,2
901,21574_2,would you be for her to looked after by care workers who have not been vaccinated,Pure Questioning,by definition most of the elderly in care homes are vulnerable,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
902,21575_1,Where does that leaves her,Pure Questioning,she has a history of anaphylactic shock,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT11,AudienceMember 20210624QT11,,2,0,3,3,0
903,21576_1,how and why do we feel the need to actually force people and almost twist their hands behind their back in saying if you don't get it you haven't got a job,Pure Questioning,"ethically it is a very, very difficult one to try to sort out",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT14,AudienceMember 20210624QT14,,2,0,3,3,0
904,21576_2,where do we stop,Rhetorical Questioning,That is ethically wrong,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT14,AudienceMember 20210624QT14,,2,0,3,3,0
905,21576_3,Do we go to the police service,Pure Questioning,where do we stop,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT14,AudienceMember 20210624QT14,,2,0,3,3,0
906,21576_4,Do we go to the fire service,Pure Questioning,Do we go to the police service,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT14,AudienceMember 20210624QT14,,2,0,3,3,0
907,21576_5,Do we go to the ambulance service,Pure Questioning,Do we go to the fire service,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT14,AudienceMember 20210624QT14,,2,0,3,3,0
908,21576_6,where do we stop with this,Rhetorical Questioning,I'm very fortunate,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210624QT14,AudienceMember 20210624QT14,,2,0,3,3,0
909,21580_1,Given what's happened with the Delta variant do you think we would be in a worse place now,Pure Questioning,"You were on in February, you wanted to unlock in April","[""Going directly to Nicola's question, should we have delayed getting back to normal for another four weeks "", ""no, I don't think we should "", 'We have now offered a second dose of vaccine to all of the top nine groups ', 'the groups that accounted for 99% of death over 85% of vaccinations']",51,4,12.75,0.25,0.25,0.5,0.25,0.0,Fiona Bruce,Fiona Bruce,Mark Harper,2,1,1,1,2
910,21585_1,do you have any sympathy with the idea it is best to delay for four weeks to try to stop another wave,Pure Questioning,the infection rate has been rising here,"[""It is contradictory, what's happening at the moment "", 'None of the pilots that were held in theatre, the Crucible Theatre, the date does not show that transmission increases whether a theatre is 25%, 50% or 100% ', 'it is trading in London at 70 percent ', 'in the regions, where I am in Cornwall, there are no theatres open at the moment ', 'It is down to 4 or 5% regionally ', ""This is people's businesses, their jobs, their livlihoods "", 'So many people, freelancers have not been eligible for the furlough ', 'It has been a nightmare, 16 months ', 'The sooner we can get back, the better ', ""There's no evidence to say performing in a theatre, where you all look forwards, you don't necessarily talk to anyone apart from the person in your bubble who is sitting next to you "", 'We need to get on and get back ', 'What we need is certainty around a date ', 'we have to stick to this July date ', ""we can't stick to that July date "", 'what we need is an industry ', 'we are a huge industry']",185,16,11.5625,0.0,0.0625,0.0,0.5625,0.0,Fiona Bruce,Fiona Bruce,Rosemary Squire,2,1,1,1,2
